airport,date,hour,Scheduled_volume,Actual_volume,diff,diff1,diff2,diff3,diff4,diff5,temperature,wind_speed,wind_gust,visibility,ceiling,in_1_hour_precip
DEN,8/12/2015,2,0,0,0,0,1,0,3,-8,20.6,10,,10,11000,0
DEN,8/12/2015,3,0,4,-4,0,0,1,0,3,21.7,13,,10,14000,0
DEN,8/12/2015,4,0,6,-6,-4,0,0,1,0,19.4,10,,10,14000,0
DEN,8/12/2015,5,6,21,-15,-6,-4,0,0,1,18.9,10,,10,40000,0
DEN,8/12/2015,6,33,40,-7,-15,-6,-4,0,0,19.4,11,,10,40000,0
DEN,8/12/2015,7,84,86,-2,-7,-15,-6,-4,0,17.2,10,,10,40000,0
DEN,8/12/2015,8,90,89,1,-2,-7,-15,-6,-4,15.6,8,,10,40000,0
DEN,8/12/2015,9,121,122,-1,1,-2,-7,-15,-6,17.2,6,,10,40000,0
DEN,8/12/2015,10,135,139,-4,-1,1,-2,-7,-15,17.2,5,,10,40000,0
DEN,8/12/2015,11,118,118,0,-4,-1,1,-2,-7,16.1,5,,10,22000,0
DEN,8/12/2015,12,70,69,1,0,-4,-1,1,-2,16.7,9,,10,40000,0
DEN,8/12/2015,13,80,82,-2,1,0,-4,-1,1,18.9,9,,10,40000,0
DEN,8/12/2015,14,118,120,-2,-2,1,0,-4,-1,21.7,4,,10,40000,0
DEN,8/12/2015,15,86,88,-2,-2,-2,1,0,-4,24.4,4,,10,40000,0
DEN,8/12/2015,16,74,76,-2,-2,-2,-2,1,0,26.7,4,,10,40000,0
DEN,8/12/2015,17,92,97,-5,-2,-2,-2,-2,1,28.9,3,,10,40000,0
DEN,8/12/2015,18,114,114,0,-5,-2,-2,-2,-2,30,5,,10,40000,0
DEN,8/12/2015,19,115,125,-10,0,-5,-2,-2,-2,31.7,10,,10,40000,0
DEN,8/12/2015,20,60,69,-9,-10,0,-5,-2,-2,30.6,6,,10,40000,0
DEN,8/12/2015,21,74,83,-9,-9,-10,0,-5,-2,30.6,5,,10,22000,0
DEN,8/12/2015,22,51,51,0,-9,-9,-10,0,-5,31.1,5,,10,22000,0
DEN,8/12/2015,23,30,30,0,0,-9,-9,-10,0,32.2,9,,10,15000,0
DEN,8/13/2015,0,10,12,-2,0,0,-9,-9,-10,28.3,11,,10,15000,0
DEN,8/13/2015,1,1,1,0,-2,0,0,-9,-9,26.7,7,,10,14000,0
DEN,8/13/2015,2,0,0,0,0,-2,0,0,-9,25.6,4,,8,9500,0.01
DEN,8/13/2015,3,0,4,-4,0,0,-2,0,0,25.6,3,,10,15000,0
DEN,8/13/2015,4,0,6,-6,-4,0,0,-2,0,24.4,7,,10,10000,0
DEN,8/13/2015,5,6,20,-14,-6,-4,0,0,-2,22.8,7,,10,15000,0
DEN,8/13/2015,6,32,43,-11,-14,-6,-4,0,0,22.2,7,,10,40000,0
DEN,8/13/2015,7,81,83,-2,-11,-14,-6,-4,0,22.2,11,,10,16000,0
DEN,8/13/2015,8,94,95,-1,-2,-11,-14,-6,-4,20.6,6,,10,40000,0
DEN,8/13/2015,9,114,113,1,-1,-2,-11,-14,-6,20.6,8,,10,40000,0
DEN,8/13/2015,10,143,146,-3,1,-1,-2,-11,-14,20.6,9,,10,40000,0
DEN,8/13/2015,11,115,115,0,-3,1,-1,-2,-11,19.4,9,,10,40000,0
DEN,8/13/2015,12,70,71,-1,0,-3,1,-1,-2,20.6,11,,10,40000,0
DEN,8/13/2015,13,80,83,-3,-1,0,-3,1,-1,22.8,10,,10,40000,0
DEN,8/13/2015,14,116,120,-4,-3,-1,0,-3,1,25.6,5,,10,40000,0
DEN,8/13/2015,15,87,89,-2,-4,-3,-1,0,-3,28.3,5,,10,40000,0
DEN,8/13/2015,16,73,79,-6,-2,-4,-3,-1,0,31.1,0,,10,40000,0
DEN,8/13/2015,17,93,95,-2,-6,-2,-4,-3,-1,30.6,5,,10,40000,0
DEN,8/13/2015,18,113,111,2,-2,-6,-2,-4,-3,32.8,7,,10,40000,0
DEN,8/13/2015,19,118,127,-9,2,-2,-6,-2,-4,32.8,3,,10,40000,0
DEN,8/13/2015,20,60,70,-10,-9,2,-2,-6,-2,33.9,9,,10,40000,0
DEN,8/13/2015,21,75,86,-11,-10,-9,2,-2,-6,34.4,7,,10,22000,0
DEN,8/13/2015,22,51,51,0,-11,-10,-9,2,-2,31.7,7,,10,14000,0
DEN,8/13/2015,23,31,31,0,0,-11,-10,-9,2,30,16,,10,14000,0
DEN,8/14/2015,0,11,10,1,0,0,-11,-10,-9,28.9,8,,10,14000,0
DEN,8/14/2015,1,1,2,-1,1,0,0,-11,-10,24.4,12,,10,14000,0
DEN,8/14/2015,2,0,0,0,-1,1,0,0,-11,22.8,12,,10,40000,0
DEN,8/14/2015,3,0,4,-4,0,-1,1,0,0,21.7,10,,10,40000,0
DEN,8/14/2015,4,0,6,-6,-4,0,-1,1,0,21.7,11,,10,40000,0
DEN,8/14/2015,5,6,21,-15,-6,-4,0,-1,1,21.7,11,,10,40000,0
DEN,8/14/2015,6,34,42,-8,-15,-6,-4,0,-1,21.7,11,,10,12000,0
DEN,8/14/2015,7,80,80,0,-8,-15,-6,-4,0,21.1,13,,10,40000,0
DEN,8/14/2015,8,94,94,0,0,-8,-15,-6,-4,20.6,12,,10,40000,0
DEN,8/14/2015,9,115,115,0,0,0,-8,-15,-6,20.6,12,,10,22000,0
DEN,8/14/2015,10,142,146,-4,0,0,0,-8,-15,19.4,10,,10,40000,0
DEN,8/14/2015,11,116,120,-4,-4,0,0,0,-8,18.9,10,,10,40000,0
DEN,8/14/2015,12,71,75,-4,-4,-4,0,0,0,20,11,,10,40000,0
DEN,8/14/2015,13,82,84,-2,-4,-4,-4,0,0,22.2,11,,10,40000,0
DEN,8/14/2015,14,116,116,0,-2,-4,-4,-4,0,25,10,,10,40000,0
DEN,8/14/2015,15,85,89,-4,0,-2,-4,-4,-4,27.2,0,,10,40000,0
DEN,8/14/2015,16,74,74,0,-4,0,-2,-4,-4,29.4,3,,10,40000,0
DEN,8/14/2015,17,89,89,0,0,-4,0,-2,-4,31.7,8,,10,40000,0
DEN,8/14/2015,18,115,115,0,0,0,-4,0,-2,32.8,8,,10,40000,0
DEN,8/14/2015,19,113,123,-10,0,0,0,-4,0,33.3,6,,10,40000,0
DEN,8/14/2015,20,60,69,-9,-10,0,0,0,-4,34.4,11,17,10,40000,0
DEN,8/14/2015,21,75,82,-7,-9,-10,0,0,0,32.8,12,17,10,40000,0
DEN,8/14/2015,22,52,52,0,-7,-9,-10,0,0,33.9,13,18,10,14000,0
DEN,8/14/2015,23,29,29,0,0,-7,-9,-10,0,31.7,13,,10,14000,0
DEN,8/15/2015,0,11,11,0,0,0,-7,-9,-10,26.1,13,16,10,14000,0.01
DEN,8/15/2015,1,1,1,0,0,0,0,-7,-9,24.4,5,,10,23000,0
DEN,8/15/2015,2,0,1,-1,0,0,0,0,-7,22.8,8,,10,22000,0
DEN,8/15/2015,4,0,2,-2,-1,0,0,0,0,21.1,11,,10,22000,0
DEN,8/15/2015,5,4,9,-5,-2,-1,0,0,0,21.7,13,,10,40000,0
DEN,8/15/2015,6,28,35,-7,-5,-2,-1,0,0,20.6,8,,10,40000,0
DEN,8/15/2015,7,88,94,-6,-7,-5,-2,-1,0,19.4,7,,10,40000,0
DEN,8/15/2015,8,75,76,-1,-6,-7,-5,-2,-1,22.2,13,,10,40000,0
DEN,8/15/2015,9,120,121,-1,-1,-6,-7,-5,-2,22.2,13,,10,40000,0
DEN,8/15/2015,10,127,122,5,-1,-1,-6,-7,-5,20.6,8,,10,40000,0
DEN,8/15/2015,11,107,106,1,5,-1,-1,-6,-7,19.4,8,,10,40000,0
DEN,8/15/2015,12,68,69,-1,1,5,-1,-1,-6,20,9,,10,40000,0
DEN,8/15/2015,13,65,71,-6,-1,1,5,-1,-1,23.9,8,,10,14000,0
DEN,8/15/2015,14,92,92,0,-6,-1,1,5,-1,26.1,6,,10,14000,0
DEN,8/15/2015,15,74,74,0,0,-6,-1,1,5,28.9,4,,10,40000,0
DEN,8/15/2015,16,67,65,2,0,0,-6,-1,1,32.2,0,,10,40000,0
DEN,8/15/2015,17,75,74,1,2,0,0,-6,-1,33.9,5,,10,40000,0
DEN,8/15/2015,18,110,107,3,1,2,0,0,-6,35.6,4,,10,40000,0
DEN,8/15/2015,19,100,101,-1,3,1,2,0,0,35.6,6,,10,15000,0
DEN,8/15/2015,20,43,43,0,-1,3,1,2,0,33.9,5,,10,20000,0
DEN,8/15/2015,21,29,28,1,0,-1,3,1,2,36.1,9,,10,10000,0
DEN,8/15/2015,22,12,13,-1,1,0,-1,3,1,36.1,9,,10,10000,0
DEN,8/15/2015,23,21,21,0,-1,1,0,-1,3,33.9,6,,10,12000,0
DEN,8/16/2015,0,10,12,-2,0,-1,1,0,-1,27.2,16,21,10,11000,0
DEN,8/16/2015,1,1,1,0,-2,0,-1,1,0,27.2,6,,10,11000,0
DEN,8/16/2015,4,0,1,-1,0,-2,0,-1,1,21.1,7,,10,11000,0
DEN,8/16/2015,5,4,5,-1,-1,0,-2,0,-1,21.1,10,,10,10000,0
DEN,8/16/2015,6,25,27,-2,-1,-1,0,-2,0,21.1,12,,10,11000,0
DEN,8/16/2015,7,81,81,0,-2,-1,-1,0,-2,20,17,,10,8000,0
DEN,8/16/2015,8,80,78,2,0,-2,-1,-1,0,18.9,8,,10,8000,0.01
DEN,8/16/2015,9,117,118,-1,2,0,-2,-1,-1,19.4,0,,10,8500,0.03
DEN,8/16/2015,10,124,123,1,-1,2,0,-2,-1,18.3,12,,10,11000,0
DEN,8/16/2015,11,109,108,1,1,-1,2,0,-2,17.8,14,,10,20000,0
DEN,8/16/2015,12,75,76,-1,1,1,-1,2,0,18.3,14,,10,20000,0
DEN,8/16/2015,13,79,78,1,-1,1,1,-1,2,21.1,11,,10,25000,0
DEN,8/16/2015,14,115,114,1,1,-1,1,1,-1,24.4,4,,10,25000,0
DEN,8/16/2015,15,82,86,-4,1,1,-1,1,1,26.1,8,,10,21000,0
DEN,8/16/2015,16,77,82,-5,-4,1,1,-1,1,27.8,18,22,10,21000,0
DEN,8/16/2015,17,84,91,-7,-5,-4,1,1,-1,28.3,11,,10,40000,0
DEN,8/16/2015,18,121,121,0,-7,-5,-4,1,1,30.6,9,19,10,40000,0
DEN,8/16/2015,19,114,113,1,0,-7,-5,-4,1,31.1,14,,10,25000,0
DEN,8/16/2015,20,63,65,-2,1,0,-7,-5,-4,31.7,12,,10,22000,0
DEN,8/16/2015,21,75,76,-1,-2,1,0,-7,-5,29.4,16,,10,18000,0
DEN,8/16/2015,22,52,52,0,-1,-2,1,0,-7,23.9,30,39,10,12000,0
DEN,8/16/2015,23,31,30,1,0,-1,-2,1,0,21.7,15,20,10,11000,0
DEN,8/17/2015,0,11,10,1,1,0,-1,-2,1,22.8,7,,10,15000,0
DEN,8/17/2015,1,1,1,0,1,1,0,-1,-2,21.7,7,,10,15000,0
DEN,8/17/2015,2,0,1,-1,0,1,1,0,-1,21.1,7,,10,12000,0
DEN,8/17/2015,5,6,6,0,-1,0,1,1,0,17.2,7,,10,40000,0
DEN,8/17/2015,6,34,36,-2,0,-1,0,1,1,18.3,11,,10,40000,0
DEN,8/17/2015,7,81,79,2,-2,0,-1,0,1,18.3,10,,10,12000,0.01
DEN,8/17/2015,8,95,97,-2,2,-2,0,-1,0,18.9,6,,10,12000,0
DEN,8/17/2015,9,108,109,-1,-2,2,-2,0,-1,18.3,9,,10,20000,0
DEN,8/17/2015,10,139,141,-2,-1,-2,2,-2,0,18.3,9,,10,20000,0
DEN,8/17/2015,11,118,121,-3,-2,-1,-2,2,-2,16.1,6,,10,40000,0
DEN,8/17/2015,12,68,70,-2,-3,-2,-1,-2,2,16.7,0,,10,40000,0
DEN,8/17/2015,13,81,82,-1,-2,-3,-2,-1,-2,18.9,3,,10,40000,0
DEN,8/17/2015,14,114,113,1,-1,-2,-3,-2,-1,21.7,5,,10,40000,0
DEN,8/17/2015,15,85,86,-1,1,-1,-2,-3,-2,22.8,0,,10,40000,0
DEN,8/17/2015,16,75,76,-1,-1,1,-1,-2,-3,25,10,,10,40000,0
DEN,8/17/2015,17,93,94,-1,-1,-1,1,-1,-2,24.4,8,15,10,11000,0
DEN,8/17/2015,18,115,118,-3,-1,-1,-1,1,-1,26.7,17,20,10,20000,0
DEN,8/17/2015,19,114,124,-10,-3,-1,-1,-1,1,25.6,13,22,10,4500,0
DEN,8/17/2015,20,59,66,-7,-10,-3,-1,-1,-1,21.1,16,,9,3900,0
DEN,8/17/2015,21,73,84,-11,-7,-10,-3,-1,-1,21.7,9,,9,12000,0.04
DEN,8/17/2015,22,52,53,-1,-11,-7,-10,-3,-1,21.7,10,,10,14000,0
DEN,8/17/2015,23,27,27,0,-1,-11,-7,-10,-3,21.7,11,,10,14000,0
DEN,8/18/2015,0,7,10,-3,0,-1,-11,-7,-10,19.4,11,,10,14000,0
DEN,8/18/2015,1,1,2,-1,-3,0,-1,-11,-7,18.3,5,,10,22000,0
DEN,8/18/2015,2,0,0,0,-1,-3,0,-1,-11,17.2,6,,10,24000,0
DEN,8/18/2015,3,0,2,-2,0,-1,-3,0,-1,16.7,6,,10,24000,0
DEN,8/18/2015,4,0,7,-7,-2,0,-1,-3,0,16.1,5,,10,24000,0
DEN,8/18/2015,5,4,16,-12,-7,-2,0,-1,-3,14.4,6,,10,24000,0
DEN,8/18/2015,6,30,44,-14,-12,-7,-2,0,-1,15.6,10,,10,24000,0
DEN,8/18/2015,7,80,84,-4,-14,-12,-7,-2,0,15.6,17,23,10,40000,0
DEN,8/18/2015,8,88,88,0,-4,-14,-12,-7,-2,12.8,22,32,10,12000,0
DEN,8/18/2015,9,119,122,-3,0,-4,-14,-12,-7,11.7,15,,10,22000,0
DEN,8/18/2015,10,134,134,0,-3,0,-4,-14,-12,10.6,11,,10,40000,0
DEN,8/18/2015,11,119,121,-2,0,-3,0,-4,-14,9.4,5,,10,40000,0
DEN,8/18/2015,12,65,68,-3,-2,0,-3,0,-4,9.4,5,,10,40000,0
DEN,8/18/2015,13,73,72,1,-3,-2,0,-3,0,13.3,5,,10,40000,0
DEN,8/18/2015,14,113,115,-2,1,-3,-2,0,-3,15,6,,10,40000,0
DEN,8/18/2015,15,72,78,-6,-2,1,-3,-2,0,16.7,4,,10,40000,0
DEN,8/18/2015,16,69,77,-8,-6,-2,1,-3,-2,18.3,5,,10,25000,0
DEN,8/18/2015,17,100,105,-5,-8,-6,-2,1,-3,20,9,16,10,25000,0
DEN,8/18/2015,18,107,115,-8,-5,-8,-6,-2,1,21.1,12,17,10,25000,0
DEN,8/18/2015,19,105,118,-13,-8,-5,-8,-6,-2,21.7,13,19,10,25000,0
DEN,8/18/2015,20,54,63,-9,-13,-8,-5,-8,-6,22.8,10,,10,40000,0
DEN,8/18/2015,21,39,49,-10,-9,-13,-8,-5,-8,22.8,10,19,10,25000,0
DEN,8/18/2015,22,17,17,0,-10,-9,-13,-8,-5,22.2,14,21,10,25000,0
DEN,8/18/2015,23,24,24,0,0,-10,-9,-13,-8,19.4,17,21,10,15000,0
DEN,8/19/2015,0,9,7,2,0,0,-10,-9,-13,16.1,22,29,10,7000,0
DEN,8/19/2015,1,0,0,0,2,0,0,-10,-9,13.9,15,,10,7500,0
DEN,8/19/2015,3,0,4,-4,0,2,0,0,-10,12.8,4,,10,5500,0
DEN,8/19/2015,4,0,4,-4,-4,0,2,0,0,13.3,4,,10,5500,0
DEN,8/19/2015,5,3,19,-16,-4,-4,0,2,0,11.7,9,,10,5000,0
DEN,8/19/2015,6,32,44,-12,-16,-4,-4,0,2,11.1,11,,9,5000,0.01
DEN,8/19/2015,7,74,79,-5,-12,-16,-4,-4,0,8.9,14,,8,5000,0.1
DEN,8/19/2015,8,89,92,-3,-5,-12,-16,-4,-4,9.4,4,,10,6000,0.05
DEN,8/19/2015,9,120,123,-3,-3,-5,-12,-16,-4,9.4,6,,10,9000,0.01
DEN,8/19/2015,10,133,140,-7,-3,-3,-5,-12,-16,9.4,5,,10,12000,0
DEN,8/19/2015,11,123,124,-1,-7,-3,-3,-5,-12,8.9,7,,10,40000,0
DEN,8/19/2015,12,68,70,-2,-1,-7,-3,-3,-5,8.9,4,,10,40000,0
DEN,8/19/2015,13,72,73,-1,-2,-1,-7,-3,-3,10,6,,10,40000,0
DEN,8/19/2015,14,112,120,-8,-1,-2,-1,-7,-3,11.1,4,,10,10000,0
DEN,8/19/2015,15,73,77,-4,-8,-1,-2,-1,-7,11.7,4,,10,40000,0
DEN,8/19/2015,16,69,74,-5,-4,-8,-1,-2,-1,13.9,0,,10,40000,0
DEN,8/19/2015,17,100,106,-6,-5,-4,-8,-1,-2,15.6,3,,10,40000,0
DEN,8/19/2015,18,107,111,-4,-6,-5,-4,-8,-1,17.2,4,,10,40000,0
DEN,8/19/2015,19,106,117,-11,-4,-6,-5,-4,-8,18.3,4,,10,40000,0
DEN,8/19/2015,20,60,66,-6,-11,-4,-6,-5,-4,18.9,4,,10,40000,0
DEN,8/19/2015,21,40,51,-11,-6,-11,-4,-6,-5,20.6,7,,10,40000,0
DEN,8/19/2015,22,19,19,0,-11,-6,-11,-4,-6,20.6,7,,10,40000,0
DEN,8/19/2015,23,24,24,0,0,-11,-6,-11,-4,20,6,,10,40000,0
DEN,8/20/2015,0,10,10,0,0,0,-11,-6,-11,18.9,7,,10,40000,0
DEN,8/20/2015,1,1,2,-1,0,0,0,-11,-6,16.1,5,,10,40000,0
DEN,8/20/2015,2,0,0,0,-1,0,0,0,-11,13.3,9,,10,40000,0
DEN,8/20/2015,3,0,3,-3,0,-1,0,0,0,12.8,9,,10,40000,0
DEN,8/20/2015,4,0,8,-8,-3,0,-1,0,0,11.7,9,,10,40000,0
DEN,8/20/2015,5,3,18,-15,-8,-3,0,-1,0,11.7,10,,10,40000,0
DEN,8/20/2015,6,32,44,-12,-15,-8,-3,0,-1,13.3,12,,10,40000,0
DEN,8/20/2015,7,75,83,-8,-12,-15,-8,-3,0,14.4,13,,10,40000,0
DEN,8/20/2015,8,87,91,-4,-8,-12,-15,-8,-3,14.4,14,,10,40000,0
DEN,8/20/2015,9,116,116,0,-4,-8,-12,-15,-8,13.9,13,,10,40000,0
DEN,8/20/2015,10,140,138,2,0,-4,-8,-12,-15,13.9,15,,10,40000,0
DEN,8/20/2015,11,122,123,-1,2,0,-4,-8,-12,14.4,15,,10,40000,0
DEN,8/20/2015,12,71,73,-2,-1,2,0,-4,-8,14.4,12,,10,40000,0
DEN,8/20/2015,13,72,70,2,-2,-1,2,0,-4,16.7,9,,9,40000,0
DEN,8/20/2015,14,120,119,1,2,-2,-1,2,0,21.1,10,,9,40000,0
DEN,8/20/2015,15,82,87,-5,1,2,-2,-1,2,24.4,9,,8,40000,0
DEN,8/20/2015,16,74,81,-7,-5,1,2,-2,-1,26.7,7,,8,40000,0
DEN,8/20/2015,17,105,106,-1,-7,-5,1,2,-2,27.8,7,,8,40000,0
DEN,8/20/2015,18,107,107,0,-1,-7,-5,1,2,28.3,4,,9,40000,0
DEN,8/20/2015,19,110,120,-10,0,-1,-7,-5,1,28.9,4,,8,40000,0
DEN,8/20/2015,20,61,68,-7,-10,0,-1,-7,-5,28.9,3,,9,40000,0
DEN,8/20/2015,21,67,77,-10,-7,-10,0,-1,-7,29.4,8,17,9,40000,0
DEN,8/20/2015,22,41,43,-2,-10,-7,-10,0,-1,29.4,8,17,9,40000,0
DEN,8/20/2015,23,24,24,0,-2,-10,-7,-10,0,28.9,9,,9,40000,0
DEN,8/21/2015,0,9,10,-1,0,-2,-10,-7,-10,26.7,10,,9,40000,0
DEN,8/21/2015,1,1,1,0,-1,0,-2,-10,-7,21.1,8,,9,40000,0
DEN,8/21/2015,2,0,0,0,0,-1,0,-2,-10,18.9,11,,9,40000,0
DEN,8/21/2015,3,0,5,-5,0,0,-1,0,-2,18.3,11,,10,40000,0
DEN,8/21/2015,4,0,5,-5,-5,0,0,-1,0,20.6,11,,10,40000,0
DEN,8/21/2015,5,3,18,-15,-5,-5,0,0,-1,18.9,8,,10,40000,0
DEN,8/21/2015,6,32,41,-9,-15,-5,-5,0,0,15,7,,10,40000,0
DEN,8/21/2015,7,73,78,-5,-9,-15,-5,-5,0,18.3,13,,10,40000,0
DEN,8/21/2015,8,88,94,-6,-5,-9,-15,-5,-5,18.3,11,,10,40000,0
DEN,8/21/2015,9,119,120,-1,-6,-5,-9,-15,-5,17.8,12,,10,40000,0
DEN,8/21/2015,10,139,142,-3,-1,-6,-5,-9,-15,16.7,11,,10,40000,0
DEN,8/21/2015,11,124,127,-3,-3,-1,-6,-5,-9,15.6,11,,10,40000,0
DEN,8/21/2015,12,71,73,-2,-3,-3,-1,-6,-5,15.6,10,,9,40000,0
DEN,8/21/2015,13,73,74,-1,-2,-3,-3,-1,-6,19.4,9,,8,40000,0
DEN,8/21/2015,14,117,120,-3,-1,-2,-3,-3,-1,21.7,9,,8,40000,0
DEN,8/21/2015,15,80,83,-3,-3,-1,-2,-3,-3,26.1,9,,9,40000,0
DEN,8/21/2015,16,73,76,-3,-3,-3,-1,-2,-3,28.9,6,,9,40000,0
DEN,8/21/2015,17,104,104,0,-3,-3,-3,-1,-2,30.6,6,,10,40000,0
DEN,8/21/2015,18,109,112,-3,0,-3,-3,-3,-1,31.7,14,,10,40000,0
DEN,8/21/2015,19,112,124,-12,-3,0,-3,-3,-3,32.8,15,21,10,40000,0
DEN,8/21/2015,20,60,68,-8,-12,-3,0,-3,-3,33.3,12,19,10,40000,0
DEN,8/21/2015,21,67,74,-7,-8,-12,-3,0,-3,32.8,10,,10,40000,0
DEN,8/21/2015,22,40,40,0,-7,-8,-12,-3,0,32.2,6,,10,40000,0
DEN,8/21/2015,23,25,25,0,0,-7,-8,-12,-3,30.6,8,,10,40000,0
DEN,8/22/2015,0,8,9,-1,0,0,-7,-8,-12,28.9,13,,10,40000,0
DEN,8/22/2015,1,1,1,0,-1,0,0,-7,-8,26.7,4,,10,40000,0
DEN,8/22/2015,4,0,1,-1,0,-1,0,0,-7,22.8,12,,10,40000,0
DEN,8/22/2015,5,1,9,-8,-1,0,-1,0,0,21.7,13,,10,40000,0
DEN,8/22/2015,6,23,32,-9,-8,-1,0,-1,0,20,11,,10,40000,0
DEN,8/22/2015,7,67,72,-5,-9,-8,-1,0,-1,20.6,13,,10,40000,0
DEN,8/22/2015,8,75,77,-2,-5,-9,-8,-1,0,20,12,,10,40000,0
DEN,8/22/2015,9,116,117,-1,-2,-5,-9,-8,-1,20,11,,10,40000,0
DEN,8/22/2015,10,119,120,-1,-1,-2,-5,-9,-8,21.1,14,,10,40000,0
DEN,8/22/2015,11,114,120,-6,-1,-1,-2,-5,-9,20,10,,10,40000,0
DEN,8/22/2015,12,64,65,-1,-6,-1,-1,-2,-5,18.9,9,,10,40000,0
DEN,8/22/2015,13,53,56,-3,-1,-6,-1,-1,-2,22.8,14,,10,40000,0
DEN,8/22/2015,14,86,86,0,-3,-1,-6,-1,-1,27.2,9,,10,40000,0
DEN,8/22/2015,15,64,68,-4,0,-3,-1,-6,-1,28.9,7,,10,40000,0
DEN,8/22/2015,16,66,68,-2,-4,0,-3,-1,-6,31.7,10,17,10,40000,0
DEN,8/22/2015,17,81,86,-5,-2,-4,0,-3,-1,32.8,14,21,10,40000,0
DEN,8/22/2015,18,91,93,-2,-5,-2,-4,0,-3,28.3,21,26,5,40000,0
DEN,8/22/2015,19,65,65,0,-2,-5,-2,-4,0,27.8,25,30,5,40000,0
DEN,8/22/2015,20,33,32,1,0,-2,-5,-2,-4,25.6,23,31,6,40000,0
DEN,8/22/2015,21,22,22,0,1,0,-2,-5,-2,25,16,25,5,15000,0
DEN,8/22/2015,22,10,11,-1,0,1,0,-2,-5,23.3,17,24,5,40000,0
DEN,8/22/2015,23,16,16,0,-1,0,1,0,-2,22.2,14,,5,40000,0
DEN,8/23/2015,0,9,9,0,0,-1,0,1,0,20,16,,5,40000,0
DEN,8/23/2015,1,0,0,0,0,0,-1,0,1,17.8,9,,5,40000,0
DEN,8/23/2015,4,0,0,0,0,0,0,-1,0,15,9,,8,6000,0
DEN,8/23/2015,5,1,2,-1,0,0,0,0,-1,13.9,4,,9,5500,0
DEN,8/23/2015,6,19,21,-2,-1,0,0,0,0,11.7,5,,8,40000,0
DEN,8/23/2015,7,70,74,-4,-2,-1,0,0,0,11.7,5,,8,14000,0
DEN,8/23/2015,8,72,73,-1,-4,-2,-1,0,0,10.6,8,,8,40000,0
DEN,8/23/2015,9,117,119,-2,-1,-4,-2,-1,0,7.8,4,,7,40000,0
DEN,8/23/2015,10,121,124,-3,-2,-1,-4,-2,-1,6.7,7,,7,40000,0
DEN,8/23/2015,11,116,118,-2,-3,-2,-1,-4,-2,6.7,5,,8,40000,0
DEN,8/23/2015,12,74,77,-3,-2,-3,-2,-1,-4,6.7,6,,6,40000,0
DEN,8/23/2015,13,68,71,-3,-3,-2,-3,-2,-1,11.1,9,,9,25000,0
DEN,8/23/2015,14,118,119,-1,-3,-3,-2,-3,-2,14.4,13,,10,40000,0
DEN,8/23/2015,15,79,83,-4,-1,-3,-3,-2,-3,17.2,7,,9,25000,0
DEN,8/23/2015,16,76,80,-4,-4,-1,-3,-3,-2,20,0,,7,25000,0
DEN,8/23/2015,17,96,100,-4,-4,-4,-1,-3,-3,21.7,7,,10,40000,0
DEN,8/23/2015,18,118,122,-4,-4,-4,-4,-1,-3,23.3,5,,7,40000,0
DEN,8/23/2015,19,108,113,-5,-4,-4,-4,-4,-1,24.4,3,,8,40000,0
DEN,8/23/2015,20,59,60,-1,-5,-4,-4,-4,-4,25.6,4,,8,40000,0
DEN,8/23/2015,21,70,72,-2,-1,-5,-4,-4,-4,26.1,9,,9,40000,0
DEN,8/23/2015,22,42,42,0,-2,-1,-5,-4,-4,26.7,8,,9,25000,0
DEN,8/23/2015,23,26,26,0,0,-2,-1,-5,-4,25,9,,10,25000,0
DEN,8/24/2015,0,9,9,0,0,0,-2,-1,-5,,,,,,
DEN,8/24/2015,1,1,2,-1,0,0,0,-2,-1,,,,,,
DEN,8/24/2015,3,0,0,0,-1,0,0,0,-2,15.6,6,,10,40000,0
DEN,8/24/2015,5,3,3,0,0,-1,0,0,0,15.6,8,,10,40000,0
DEN,8/24/2015,6,31,32,-1,0,0,-1,0,0,16.1,10,,10,40000,0
DEN,8/24/2015,7,75,78,-3,-1,0,0,-1,0,13.9,7,,7,40000,0
DEN,8/24/2015,8,83,87,-4,-3,-1,0,0,-1,13.9,7,,10,40000,0
DEN,8/24/2015,9,118,118,0,-4,-3,-1,0,0,13.9,7,,10,40000,0
DEN,8/24/2015,10,134,135,-1,0,-4,-3,-1,0,12.8,6,,10,40000,0
DEN,8/24/2015,11,122,125,-3,-1,0,-4,-3,-1,12.8,6,,10,40000,0
DEN,8/24/2015,12,70,73,-3,-3,-1,0,-4,-3,13.9,7,,9,40000,0
DEN,8/24/2015,13,71,74,-3,-3,-3,-1,0,-4,17.2,5,,8,40000,0
DEN,8/24/2015,14,116,117,-1,-3,-3,-3,-1,0,21.1,6,,8,40000,0
DEN,8/24/2015,15,83,88,-5,-1,-3,-3,-3,-1,23.9,3,,8,40000,0
DEN,8/24/2015,16,75,78,-3,-5,-1,-3,-3,-3,26.7,0,,9,40000,0
DEN,8/24/2015,17,104,105,-1,-3,-5,-1,-3,-3,28.9,4,,9,40000,0
DEN,8/24/2015,18,111,114,-3,-1,-3,-5,-1,-3,30.6,8,,8,40000,0
DEN,8/24/2015,19,111,120,-9,-3,-1,-3,-5,-1,32.2,6,,10,40000,0
DEN,8/24/2015,20,61,66,-5,-9,-3,-1,-3,-5,32.2,9,,9,40000,0
